DISTRICT,AREA_CLUSTER_OF_AREAS,VENUE_NAME,VENUE_NUMBER,DATE,INDEX
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Hornby,EQUESTRIAN HOTEL,1300,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Hornby,FINNS BAR & BISTRO,960,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Hornby,HORNBY WORKINGMEN'S CLUB & MSA,1181,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Hornby,TEMP'S BAR,788,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Bishopdale,FARRINGTONS,1411,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Bishopdale,TAVERN HAREWOOD BAR AND GRILL,979,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Bishopdale,THE LITTLE BROWN JUG,1849,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Philipstown,GARDEN CITY BOWL,1119,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Philipstown,STADIUM SPORTS BAR & BISTRO,899,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Philipstown,THE EMBANKMENT,617,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Islington/ Templeton/ West Melton/ Yaldhurst,GOLDEN MILE TAVERN,568,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Islington/ Templeton/ West Melton/ Yaldhurst,ISLINGTON TAVERN,1275,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Islington/ Templeton/ West Melton/ Yaldhurst,ROBBIES BAR & BISTRO CHURCH CORNER,1741,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Islington/ Templeton/ West Melton/ Yaldhurst,WEST MELTON TAVERN,1742,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Islington/ Templeton/ West Melton/ Yaldhurst,YALDHURST HOTEL,1874,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Shirley,HAMMERSLEY THAI,1098,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Shirley,O'SHEA'S PUBLIC HOUSE,610,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Shirley,ST ALBANS SHIRLEY CLUB,189,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Shirley,TAB SHIRLEY,909,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Shirley,THE SHIRLEY LODGE,1017,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Lyttleton,LYTTELTON CLUB,786,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Lyttleton,LYTTELTON HOTEL,1719,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Lyttleton,MITRE TAVERN,1924,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Linwood,MACKENZIES HOTEL,1364,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Linwood,NUGGETS,955,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Linwood,TRISTANS,614,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Linwood,WORCESTER TAVERN,1556,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Woolston,WOOLSTON TAVERN,1552,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Woolston,WOOLSTON WORKINGMENS CLUB,361,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Woolston,THE OAK N FERRY,634,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Papanui,PAPANUI RETURNED SERVICES ASSOCIATION,182,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Papanui,PAPANUI TAVERN,1001,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Papanui,PHOENIX BAR AND CAFE,337,2013-09-01,8
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Papanui,ROSE AND THISTLE TAVERN,1860,2013-09-01,8
CLUTHA DISTRICT,Kaitangata/ Milton/ Owaka,BRIDGE TAVERN,878,2013-09-01,8
CLUTHA DISTRICT,Kaitangata/ Milton/ Owaka,CATLINS INN,879,2013-09-01,8
CLUTHA DISTRICT,Kaitangata/ Milton/ Owaka,MILTON COUNTRY CLUB,538,2013-09-01,8
CLUTHA DISTRICT,Kaitangata/ Milton/ Owaka,WHITE HORSE INN,877,2013-09-01,8
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,COACHES & HORSES TAVERN,881,2013-09-01,8
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,FOREST LODGE HOTEL,887,2013-09-01,8
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,HERIOT HOTEL,1548,2013-09-01,8
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,OAK TREE INN,825,2013-09-01,8
CLUTHA DISTRICT,Balclutha,HOTEL SOUTH OTAGO,889,2013-09-01,8
CLUTHA DISTRICT,Balclutha,ROSEBANK LODGE,865,2013-09-01,8
CLUTHA DISTRICT,Balclutha,SOUTH OTAGO TOWN AND COUNTRY CLUB,426,2013-09-01,8
DUNEDIN CITY,Green Island,ARTHUR DALEY'S TAVERN,407,2013-09-01,8
DUNEDIN CITY,Green Island,COMMERCIAL TAVERN,1815,2013-09-01,8
DUNEDIN CITY,Green Island,ROYAL TAVERN,1602,2013-09-01,8
DUNEDIN CITY,Dunedin Central,BOG,379,2013-09-01,8
DUNEDIN CITY,Dunedin Central,CLARENDON HOTEL,1810,2013-09-01,8
DUNEDIN CITY,Dunedin Central,CROWN HOTEL,1221,2013-09-01,8
DUNEDIN CITY,Dunedin Central,LAW COURTS HOTEL,1014,2013-09-01,8
DUNEDIN CITY,Dunedin Central,ROBBIES BAR & BISTRO SOUTH DUNEDIN,1852,2013-09-01,8
DUNEDIN CITY,Dunedin Central,SOUTHERN SPORTS BAR & GRILL,162,2013-09-01,8
DUNEDIN CITY,Dunedin Central,TAB DUNEDIN CENTRAL,2000130,2013-09-01,8
DUNEDIN CITY,Dunedin Central,THE BLACK DOG CAFE & BAR,623,2013-09-01,8
DUNEDIN CITY,Dunedin Central,WHARF HOTEL,1621,2013-09-01,8
DUNEDIN CITY,Dunedin Central,THE STADIUM SPORTS BAR,43,2013-09-01,8
DUNEDIN CITY,Kaikorai/ North East Valley/ Normanby,CABLEWAYS TAVERN,1041,2013-09-01,8
DUNEDIN CITY,Kaikorai/ North East Valley/ Normanby,NORMANBY TAVERN,841,2013-09-01,8
DUNEDIN CITY,Kaikorai/ North East Valley/ Normanby,NORTH EAST VALLEY BOWLING CLUB,380,2013-09-01,8
DUNEDIN CITY,Kaikorai/ North East Valley/ Normanby,TIPPLERS BAR AND CAFE,1245,2013-09-01,8
DUNEDIN CITY,Kaikorai/ North East Valley/ Normanby,VALLEY LODGE HOTEL,842,2013-09-01,8
DUNEDIN CITY,North Dunedin,CAPTAIN COOK TAVERN,943,2013-09-01,8
DUNEDIN CITY,North Dunedin,THE BAAA SPORTS BAR & CAFE,572,2013-09-01,8
DUNEDIN CITY,North Dunedin,THE SOUTHERN BREAK,628,2013-09-01,8
DUNEDIN CITY,Caversham/ Kensington,CARISBROOK HOTEL,406,2013-09-01,8
DUNEDIN CITY,Caversham/ Kensington,KENSINGTON TUI CLUBROOMS,787,2013-09-01,8
DUNEDIN CITY,Caversham/ Kensington,MITCHELLS TAVERN,1846,2013-09-01,8
DUNEDIN CITY,Concord/ Kew/ Mornington,CONCORD INN,848,2013-09-01,8
DUNEDIN CITY,Concord/ Kew/ Mornington,MORNINGTON TAVERN,1723,2013-09-01,8
DUNEDIN CITY,Concord/ Kew/ Mornington,WATERLOO HOTEL,1072,2013-09-01,8
DUNEDIN CITY,Mosgiel,CROFTERS ARMS HOTEL,818,2013-09-01,8
DUNEDIN CITY,Mosgiel,MOSGIEL MEMORIAL RSA INC.,317,2013-09-01,8
DUNEDIN CITY,Mosgiel,MOSGIEL TAVERN,1495,2013-09-01,8
DUNEDIN CITY,Mosgiel,NELLIES HOTEL,851,2013-09-01,8
DUNEDIN CITY,Mosgiel,TAIERI BOWLING CLUB,515,2013-09-01,8
DUNEDIN CITY,South Dunedin,FITZROY PUB ON THE PARK,1336,2013-09-01,8
DUNEDIN CITY,South Dunedin,HEFF'S HOTEL,1900,2013-09-01,8
DUNEDIN CITY,South Dunedin,SOUTH DUNEDIN TAB,2000129,2013-09-01,8
DUNEDIN CITY,St Kilda,FORBURY SPORTS BAR & FUNCTION CENTRE,1533,2013-09-01,8
DUNEDIN CITY,St Kilda,ST KILDA BOWLING CLUB INC,751,2013-09-01,8
DUNEDIN CITY,St Kilda,ST KILDA TAVERN,1154,2013-09-01,8
DUNEDIN CITY,St Kilda,UNITED SERVICES AND COMMUNITY CLUB,26,2013-09-01,8
DUNEDIN CITY,Waihola/ Waikouaiti,GOLDEN FLEECE HOTEL/MOTEL,820,2013-09-01,8
DUNEDIN CITY,Waihola/ Waikouaiti,LAKE WAIHOLA CAFE & BAR LIMITED,1588,2013-09-01,8
DUNEDIN CITY,Waihola/ Waikouaiti,WAIKOUAITI BEACH TAVERN,1069,2013-09-01,8
DUNEDIN CITY,Anderson's Bay/ Port Chalmers,MACKIES HOTEL,1233,2013-09-01,8
DUNEDIN CITY,Anderson's Bay/ Port Chalmers,PORTSIDER TAVERN,780,2013-09-01,8
DUNEDIN CITY,Anderson's Bay/ Port Chalmers,SHIEL HILL TAVERN,774,2013-09-01,8
FAR NORTH DISTRICT,Awanui/ Herekino/ Rawene/ Opononi/ Waipapakauri,AWANUI HOTEL,1826,2013-09-01,8
FAR NORTH DISTRICT,Awanui/ Herekino/ Rawene/ Opononi/ Waipapakauri,HEREKINO TAVERN,1510,2013-09-01,8
FAR NORTH DISTRICT,Awanui/ Herekino/ Rawene/ Opononi/ Waipapakauri,MASONIC HOTEL (RAWENE),1450,2013-09-01,8
FAR NORTH DISTRICT,Awanui/ Herekino/ Rawene/ Opononi/ Waipapakauri,OPONONI HOTEL,1612,2013-09-01,8
FAR NORTH DISTRICT,Awanui/ Herekino/ Rawene/ Opononi/ Waipapakauri,WAIPAPAKAURI HOTEL,1193,2013-09-01,8
FAR NORTH DISTRICT,Kaitaia,CHANCES SPORTS BAR,2000071,2013-09-01,8
FAR NORTH DISTRICT,Kaitaia,FAR NORTH (KAITAIA) RSA,914,2013-09-01,8
FAR NORTH DISTRICT,Kaitaia,MUSSEL ROCK,760,2013-09-01,8
FAR NORTH DISTRICT,Kaitaia,TWIN PEAKS,1144,2013-09-01,8
FAR NORTH DISTRICT,Cooper’s Beach/ Maungonui/ Taipa Bay,COOPERS BEACH BOWLING CLUB,200,2013-09-01,8
FAR NORTH DISTRICT,Cooper’s Beach/ Maungonui/ Taipa Bay,MANGONUI HOTEL,1993,2013-09-01,8
FAR NORTH DISTRICT,Cooper’s Beach/ Maungonui/ Taipa Bay,TAIPA TAVERN,1247,2013-09-01,8
FAR NORTH DISTRICT,Paihia,CRUZA BAR,1892,2013-09-01,8
FAR NORTH DISTRICT,Paihia,MAKO CAFE AND BAR,1403,2013-09-01,8
FAR NORTH DISTRICT,Paihia,PAIHIA EX-SERVICEMEN'S ASSOCIATION,936,2013-09-01,8
FAR NORTH DISTRICT,Kaeo/ Kerikeri,HOMESTEAD RESTAURANTS AND BARS,759,2013-09-01,8
FAR NORTH DISTRICT,Kaeo/ Kerikeri,ROCK SALT BAR AND RESTAURANT,1553,2013-09-01,8
FAR NORTH DISTRICT,Kaeo/ Kerikeri,WHITE SWAN TAVERN,1477,2013-09-01,8
FAR NORTH DISTRICT,Hukerenui/ Moerewa/ Opua/ Russell,HUKERENUI TAVERN,1471,2013-09-01,8
FAR NORTH DISTRICT,Hukerenui/ Moerewa/ Opua/ Russell,KLONDIKES SEAFOOD CAFE AND TAVERN,1531,2013-09-01,8
FAR NORTH DISTRICT,Hukerenui/ Moerewa/ Opua/ Russell,PUB 'ROUND THE CORNER,1869,2013-09-01,8
FAR NORTH DISTRICT,Hukerenui/ Moerewa/ Opua/ Russell,ROADRUNNER TAVERN,1509,2013-09-01,8
FAR NORTH DISTRICT,Hukerenui/ Moerewa/ Opua/ Russell,RUSSELL RSA,103,2013-09-01,8
FAR NORTH DISTRICT,Kaikohe,KAIKOHE HOTEL,1599,2013-09-01,8
FAR NORTH DISTRICT,Kaikohe,OHAEAWAI HOTEL,1639,2013-09-01,8
FAR NORTH DISTRICT,Kaikohe,THE BANK BAR,763,2013-09-01,8
FAR NORTH DISTRICT,Kaikohe,THE KAIKOHE AND DISTRICT MEMORIAL RSA INCORPORATED,537,2013-09-01,8
FAR NORTH DISTRICT,Kawakawa,KAWAKAWA RSA CLUB INCORPORATED,694,2013-09-01,8
FAR NORTH DISTRICT,Kawakawa,KLONDIKE ALE HOUSE,1676,2013-09-01,8
FAR NORTH DISTRICT,Kawakawa,STAR HOTEL,1546,2013-09-01,8
FRANKLIN DISTRICT,Kaiaua/ Mercer,BAYVIEW HOTEL,1012,2013-09-01,8
FRANKLIN DISTRICT,Kaiaua/ Mercer,LAST POST TAVERN,1184,2013-09-01,8
FRANKLIN DISTRICT,Kaiaua/ Mercer,MUDDY WATERS IRISH PUB,1317,2013-09-01,8
FRANKLIN DISTRICT,Pukekohe,BOWLS PUKEKOHE COSMOPOLITAN INCORPORATED,1782,2013-09-01,8
FRANKLIN DISTRICT,Pukekohe,COUNTIES INN,950,2013-09-01,8
FRANKLIN DISTRICT,Pukekohe,FRANKLIN CLUB INCORPORATED,276,2013-09-01,8
FRANKLIN DISTRICT,Pukekohe,POCKETS 8 BALL CLUB PUKEKOHE,1733,2013-09-01,8
FRANKLIN DISTRICT,Pukekohe,PUKEKOHE AND DISTRICTS RETURNED SERVICES ASSOCIATION CLUB (INCORPORATED),236,2013-09-01,8
FRANKLIN DISTRICT,Pukekohe,PUKEKOHE COSMOPOLITAN CLUB INC,299,2013-09-01,8
FRANKLIN DISTRICT,Pukekohe,TAB PUKEKOHE,2000248,2013-09-01,8
FRANKLIN DISTRICT,Pukekohe,THE FIREMANS ARMS,1988,2013-09-01,8
FRANKLIN DISTRICT,Clarks Beach/ Patumahoe,CLARKS BEACH GOLF CLUB INCORPORATED,297,2013-09-01,8
FRANKLIN DISTRICT,Clarks Beach/ Patumahoe,PATUMAHOE HOTEL,229,2013-09-01,8
FRANKLIN DISTRICT,Clarks Beach/ Patumahoe,VILLAGE BAR & KITCHEN,1998,2013-09-01,8
FRANKLIN DISTRICT,Waiuku,KENTISH HOTEL,1851,2013-09-01,8
FRANKLIN DISTRICT,Waiuku,THE WOLF AND BEAVER,2002,2013-09-01,8
FRANKLIN DISTRICT,Waiuku,WAIUKU COSMOPOLITAN CLUB,87,2013-09-01,8
FRANKLIN DISTRICT,Ramarama/ Tuakau,RAMARAMA COUNTRY INN,1037,2013-09-01,8
FRANKLIN DISTRICT,Ramarama/ Tuakau,TUAKAU COSMOPOLITAN CLUB,99,2013-09-01,8
FRANKLIN DISTRICT,Ramarama/ Tuakau,TUAKAU TAVERN,316,2013-09-01,8
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,ALADDIN BAR,1641,2013-09-01,8
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BOLLYWOOD TAVERN,2000104,2013-09-01,8
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,GISBORNE 2ND NZEF ASSOCIATION,153,2013-09-01,8
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,GISBORNE COSMOPOLITAN CLUB INC,552,2013-09-01,8
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,GISBORNE RSA CLUB,172,2013-09-01,8
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,GISBORNE TATAPOURI SPORTS FISHING CLUB,82,2013-09-01,8
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,KAITI TAB,1064,2013-09-01,8
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,RUATORIA HOTEL,1871,2013-09-01,8
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,TAB TURF BAR,1087,2013-09-01,8
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,THE GREEN FROG,1594,2013-09-01,8
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,THE RIVERS,2000093,2013-09-01,8
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,TOMO'S SPORTS BAR,1351,2013-09-01,8
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,TURANGA HOTEL,1280,2013-09-01,8
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,SESSIONS BAR AND MUSIC,1225,2013-09-01,8
GORE DISTRICT,Gore/ Mataura,CROYDON LODGE,2000258,2013-09-01,8
GORE DISTRICT,Gore/ Mataura,FALLS HOTEL,883,2013-09-01,8
GORE DISTRICT,Gore/ Mataura,GORE DISTRICT MEMORIAL RSA INC,1208,2013-09-01,8
GORE DISTRICT,Gore/ Mataura,GORE TOWN & COUNTRY CLUB,1178,2013-09-01,8
GORE DISTRICT,Gore/ Mataura,LONGFORD TAVERN,891,2013-09-01,8
GORE DISTRICT,Gore/ Mataura,MATAURA RSA,1215,2013-09-01,8
GORE DISTRICT,Gore/ Mataura,TRAFFERS INN,874,2013-09-01,8
GREY DISTRICT,Ahaura/ Dobson/ Paroa/ Taylorville,AHAURA HOTEL,1368,2013-09-01,8
GREY DISTRICT,Ahaura/ Dobson/ Paroa/ Taylorville,BUCK'S HEAD TAVERN,275,2013-09-01,8
GREY DISTRICT,Ahaura/ Dobson/ Paroa/ Taylorville,DOBSON HOTEL,2000097,2013-09-01,8
GREY DISTRICT,Ahaura/ Dobson/ Paroa/ Taylorville,PAROA HOTEL MOTEL,1562,2013-09-01,8
GREY DISTRICT,Greymouth,AUSTRALASIAN HOTEL,971,2013-09-01,8
GREY DISTRICT,Greymouth,GREYMOUTH RSA MEMORIAL CLUB,684,2013-09-01,8
GREY DISTRICT,Greymouth,GREYMOUTH WMC AND MSA,1780,2013-09-01,8
GREY DISTRICT,Greymouth,RAILWAY GREYMOUTH,1825,2013-09-01,8
GREY DISTRICT,Greymouth,RECREATION HOTEL (GREYMOUTH),998,2013-09-01,8
GREY DISTRICT,Greymouth,REVINGTONS HOTEL,832,2013-09-01,8
GREY DISTRICT,Greymouth,UNION HOTEL,1601,2013-09-01,8
GREY DISTRICT,Cobden/ Rapahoe/ Runanga,KELLS HOTEL,1575,2013-09-01,8
GREY DISTRICT,Cobden/ Rapahoe/ Runanga,RAPAHOE HOTEL,1606,2013-09-01,8
GREY DISTRICT,Cobden/ Rapahoe/ Runanga,RUNANGA WMC & MUTUAL SCHOOL OF ARTS,436,2013-09-01,8
HAMILTON CITY,Claudelands,5 CROSSROADS SPORTS BAR AND CAFE,633,2013-09-01,8
HAMILTON CITY,Claudelands,HAMILTON COSMOPOLITAN CLUB INCORPORATED,699,2013-09-01,8
HAMILTON CITY,Claudelands,HILLCREST TAVERN,834,2013-09-01,8
HAMILTON CITY,Frankton,ALEWAYS HOTEL,1350,2013-09-01,8
HAMILTON CITY,Frankton,FRANKTON JUNCTION BOWLING GREENS,83,2013-09-01,8
HAMILTON CITY,Frankton,FRANKTON RAILWAY BOWLING CLUB (INC),486,2013-09-01,8
HAMILTON CITY,Frankton,JUNCTION BAR,1794,2013-09-01,8
HAMILTON CITY,Hamilton Central,AXCES BAR,1979,2013-09-01,8
HAMILTON CITY,Hamilton Central,BAHAMA HUT,1795,2013-09-01,8
HAMILTON CITY,Hamilton Central,BAR 101 AND VEGAS GAMING LOUNGE,1148,2013-09-01,8
HAMILTON CITY,Hamilton Central,BILLY'S BAR,1286,2013-09-01,8
HAMILTON CITY,Hamilton Central,CBD,1954,2013-09-01,8
HAMILTON CITY,Hamilton Central,FOX & HOUNDS,1915,2013-09-01,8
HAMILTON CITY,Hamilton Central,HAMILTON COMBINED RETURNED SERVICES CLUB INCORPORATED,109,2013-09-01,8
HAMILTON CITY,Hamilton Central,HAMILTON WORKINGMEN'S CLUB,84,2013-09-01,8
HAMILTON CITY,Hamilton Central,HYPERDOME KARAOKE & SPORTS BAR,2000252,2013-09-01,8
HAMILTON CITY,Hamilton Central,SHENANIGANS IRISH PUB,1314,2013-09-01,8
HAMILTON CITY,Hamilton Central,TAB TE RAPA,2000239,2013-09-01,8
HAMILTON CITY,Hamilton Central,THE DINSDALE OFFICE,755,2013-09-01,8
HAMILTON CITY,Hamilton Central,THE RIV,1242,2013-09-01,8
HAMILTON CITY,Hamilton Central,WAIKATO COMMERCE CLUB,446,2013-09-01,8
HAMILTON CITY,Hamilton Central,WAIKATO SNOOKER & 8 BALL CLUB INCORPORATED,482,2013-09-01,8
HAMILTON CITY,Beerescourt/ Chartwell,BIDDY MULLIGANS IRISH PUB,1678,2013-09-01,8
HAMILTON CITY,Beerescourt/ Chartwell,SMITH & MCKENZIE CHOPHOUSE,1425,2013-09-01,8
HAMILTON CITY,Beerescourt/ Chartwell,STILL WORKING,762,2013-09-01,8
HAMILTON CITY,Dinsdale/ Hillcrest/ Pukete,DINSDALE TAVERN,1035,2013-09-01,8
HAMILTON CITY,Dinsdale/ Hillcrest/ Pukete,THE COCK AND BULL (HAMILTON),2000215,2013-09-01,8
HAMILTON CITY,Dinsdale/ Hillcrest/ Pukete,BOSTON RESTAURANT AND BAR,1149,2013-09-01,8
HAMILTON CITY,Glenview/ hamilton East,EASTSIDE TAVERN,1092,2013-09-01,8
HAMILTON CITY,Glenview/ hamilton East,GLENVIEW CLUB,507,2013-09-01,8
HAMILTON CITY,Glenview/ hamilton East,THE COOK CAFE & BAR,608,2013-09-01,8
HAMILTON CITY,Nawton/ Te Rapa,TE RAPA TAVERN,1902,2013-09-01,8
HAMILTON CITY,Nawton/ Te Rapa,THE BRYANT ROAD BAR AND RED GABLES,1518,2013-09-01,8
HAMILTON CITY,Nawton/ Te Rapa,YARDHOUSE,590,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,BILLY'S BAR,1901,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,BOLLYWOOD STARS BAR,981,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,COUNTY CLUB,695,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,HASTINGS DARTS ASSOCIATION,457,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,HASTINGS HIBERNIAN CATHOLIC CLUB,489,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,HASTINGS RETURNED SERVICES ASSOCIATION CLUB,429,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,HERETAUNGA CLUB,447,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,HORSE N HOUND,1955,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,JUPITER'S DANCE BAR,798,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,MAGPIES,732,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,NATIONAL SERVICE CLUB,444,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,STORTFORD LODGE SOCIAL CLUB,676,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,TAB STORTFORD LODGE,896,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,THE CRU BAR,791,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,THE ELBOWROOM SPORTS BAR,735,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,THE LODGE SPORTS BAR,714,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,TOMMO'S AT THE LODGE,801,2013-09-01,8
HASTINGS DISTRICT,Hastings Central,ZABEELS SPORTS BAR,679,2013-09-01,8
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,CLIVE HOTEL,733,2013-09-01,8
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,FLAXMERE TAVERN,305,2013-09-01,8
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,HAPPY TAV,1313,2013-09-01,8
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,HAVELOCK NORTH CLUB,501,2013-09-01,8
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,TURK'S BAR,737,2013-09-01,8
HAURAKI DISTRICT,Waihi,COMMERCIAL HOTEL (WAIHI),1418,2013-09-01,8
HAURAKI DISTRICT,Waihi,ROB ROY HOTEL,1373,2013-09-01,8
HAURAKI DISTRICT,Waihi,STERLING TAVERN,1189,2013-09-01,8
HAURAKI DISTRICT,Waihi,WAIHI MEMORIAL R.S.A. (INCORPORATED),542,2013-09-01,8
HAURAKI DISTRICT,Ngatea/ Paeroa,FATHERS TAVERN,1578,2013-09-01,8
HAURAKI DISTRICT,Ngatea/ Paeroa,NGATEA HOTEL,1580,2013-09-01,8
HAURAKI DISTRICT,Ngatea/ Paeroa,OHINEMURI CLUB INCORPORATED,480,2013-09-01,8
HAURAKI DISTRICT,Ngatea/ Paeroa,PAEROA HOTEL,1309,2013-09-01,8
HOROWHENUA DISTRICT,Mangaore-Manakau/ Shannon,ALBION TAVERN,1236,2013-09-01,8
HOROWHENUA DISTRICT,Mangaore-Manakau/ Shannon,CLUB HOTEL (SHANNON),1077,2013-09-01,8
HOROWHENUA DISTRICT,Mangaore-Manakau/ Shannon,MANAKAU HOTEL,1479,2013-09-01,8
HOROWHENUA DISTRICT,Levin,FATBOYZ BAR COBB AND CO,395,2013-09-01,8
HOROWHENUA DISTRICT,Levin,LEVIN CLUB,659,2013-09-01,8
HOROWHENUA DISTRICT,Levin,LEVIN COSMOPOLITAN CLUB,439,2013-09-01,8
HOROWHENUA DISTRICT,Levin,LEVIN RETURNED SERVICES ASSOCIATION,544,2013-09-01,8
HOROWHENUA DISTRICT,Levin,LEVIN SPORTS BAR,1456,2013-09-01,8
HOROWHENUA DISTRICT,Levin,O'MALLEY'S BAR,1262,2013-09-01,8
HOROWHENUA DISTRICT,Levin,OXFORD HOTEL,1205,2013-09-01,8
HOROWHENUA DISTRICT,Levin,SELS PLACE,1659,2013-09-01,8
HOROWHENUA DISTRICT,Foxton,FOXTON RETURNED SERVICES ASSOCIATION,98,2013-09-01,8
HOROWHENUA DISTRICT,Foxton,MANAWATU HOTEL,1830,2013-09-01,8
HOROWHENUA DISTRICT,Foxton,POST OFFICE HOTEL,681,2013-09-01,8
HURUNUI DISTRICT,Hamner Springs,ALPINE VILLAGE INN,1581,2013-09-01,8
HURUNUI DISTRICT,Hamner Springs,HANMER HOT SPRINGS HOTEL,944,2013-09-01,8
HURUNUI DISTRICT,Hamner Springs,MONTEITHS BREWERY BAR,1129,2013-09-01,8
