DISTRICT,AREA_CLUSTER_OF_AREAS,VENUE_NAME,VENUE_NUMBER,DATE,INDEX
HOROWHENUA DISTRICT,Foxton/Mangaore-Manakau/ Shannon,POST OFFICE HOTEL,681,2019-06-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,MANGAWHAI TAVERN,1658,2019-06-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,RUAWAI BOWLING CLUB,1152,2019-06-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,THREE FURLONGS HOTEL,1386,2019-06-01,27
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,BOUNDARY TAP & KITCHEN,1766,2019-06-01,27
LOWER HUTT CITY,Wainuiomata,PALLISER HOTEL,860,2019-06-01,27
MARLBOROUGH DISTRICT,Picton,MIKEY'S BAR,1442,2019-06-01,27
NELSON CITY,Nelson Central,RATTLE & HUM,2000321,2019-06-01,27
OPOTIKI DISTRICT,Opotiki/ Te Kaha,OPOTIKI HOTEL,596,2019-06-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,PORIRUA CLUB,336,2019-06-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,PORIRUA RETURNED SERVICES ASSOCIATION INC,298,2019-06-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,SANDBAR PUB,35,2019-06-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,THE LEDGE,965,2019-06-01,27
SELWYN DISTRICT,Darfield/ Prebbleton/Rolleston,COALGATE TAVERN,1644,2019-06-01,27
TARARUA DISTRICT,Pahiatua,POST OFFICE HOTEL (PAHIATUA),600,2019-06-01,27
TAURANGA DISTRICT,Tauranga Central,CITY SPORTS BAR,829,2019-06-01,27
WAIPA DISTRICT,Cambridge,5 STAGS LEAMINGTON,993,2019-06-01,27
WAIROA DISTRICT,Mahia Beach/ Wairoa,SUNSET POINT TAVERN,1279,2019-06-01,27
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,HAMPDEN TAVERN,888,2019-06-01,27
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,WAIHEMO LODGE HOTEL,875,2019-06-01,27
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,STELLAR BAR,394,2019-06-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,BROOKLYN BAR & BISTRO,947,2019-06-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,FOUR KINGS,1006,2019-06-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,THE PICKLE JAR,870,2019-06-01,27
AUCKLAND CITY,Otahuhu,AOTEA SPORTS BAR,1108,2012-03-01,27
AUCKLAND CITY,Otahuhu,OTAHUHU RECREATIONAL & SPORTS SOCIETY INC,558,2012-03-01,27
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,MOUNT ALBERT BOWLING CLUB INCORPORATED,662,2012-03-01,27
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,RICHARDSON'S TAVERN,903,2012-03-01,27
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,ALADDIN BAR,1641,2012-03-01,27
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BREZZ'N' SPORTS BAR,1351,2012-03-01,27
HAMILTON CITY,Frankton,FRANKTON RAILWAY BOWLING CLUB (INC),486,2012-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,POCKETS 8 BALL CLUB,16,2012-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,POCKETS 8 BALL CLUB 2,1598,2012-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,THE OLDE ESTABLISHMENT INCORPORATED,653,2012-03-01,27
TAURANGA DISTRICT,Tauranga Central,MARBLE BAR,2000235,2012-03-01,27
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,WANGANUI COSMOPOLITAN CLUB,783,2012-03-01,27
AUCKLAND CITY,Otahuhu,AOTEA SPORTS BAR,1108,2013-03-01,27
AUCKLAND CITY,Otahuhu,OTAHUHU RECREATIONAL & SPORTS SOCIETY INC,558,2013-03-01,27
AUCKLAND CITY,Epsom/ Mt Eden/ Parnell,OUTSIDE OBIE,758,2013-03-01,27
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,MOUNT ALBERT BOWLING CLUB INCORPORATED,662,2013-03-01,27
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,RICHARDSON'S TAVERN,903,2013-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),ALBION HOTEL,1535,2013-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),JAX'S SPORTS BAR AND POOL HALL,2008,2013-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),QF TAVERN,131,2013-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),RIGHT TRACK SPORTS CAFE,1086,2013-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),WAIHEKE RSA CLUB,117,2013-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),SHAKESPEARE HOTEL,1273,2013-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),THE FOX,1374,2013-03-01,27
FAR NORTH DISTRICT,Kaitaia,KAURI ARMS,2000071,2013-03-01,27
FAR NORTH DISTRICT,Kaikohe,ROCK SALT BAR AND RESTAURANT,1553,2013-03-01,27
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,ALADDIN BAR,1641,2013-03-01,27
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BREZZ'N' SPORTS BAR,1351,2013-03-01,27
HAMILTON CITY,Frankton,FRANKTON RAILWAY BOWLING CLUB (INC),486,2013-03-01,27
HOROWHENUA DISTRICT,Foxton/Mangaore-Manakau/ Shannon,POST OFFICE HOTEL,681,2013-03-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,MANGAWHAI TAVERN,1658,2013-03-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,RUAWAI BOWLING CLUB,1152,2013-03-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,THREE FURLONGS HOTEL,1386,2013-03-01,27
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,BOUNDARY TAP & KITCHEN,1766,2013-03-01,27
LOWER HUTT CITY,Wainuiomata,PALLISER HOTEL,860,2013-03-01,27
MARLBOROUGH DISTRICT,Picton,MIKEY'S BAR,1442,2013-03-01,27
NELSON CITY,Nelson Central,RATTLE & HUM,2000321,2013-03-01,27
OPOTIKI DISTRICT,Opotiki/ Te Kaha,OPOTIKI HOTEL,596,2013-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,PORIRUA CLUB,336,2013-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,PORIRUA RETURNED SERVICES ASSOCIATION INC,298,2013-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,SANDBAR PUB,35,2013-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,THE LEDGE,965,2013-03-01,27
SELWYN DISTRICT,Darfield/ Prebbleton/Rolleston,COALGATE TAVERN,1644,2013-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,POCKETS 8 BALL CLUB,16,2013-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,POCKETS 8 BALL CLUB 2,1598,2013-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,THE OLDE ESTABLISHMENT INCORPORATED,653,2013-03-01,27
TARARUA DISTRICT,Pahiatua,POST OFFICE HOTEL (PAHIATUA),600,2013-03-01,27
TAURANGA DISTRICT,Tauranga Central,MARBLE BAR,2000235,2013-03-01,27
TAURANGA DISTRICT,Tauranga Central,CITY SPORTS BAR,829,2013-03-01,27
WAIPA DISTRICT,Cambridge,5 STAGS LEAMINGTON,993,2013-03-01,27
WAIROA DISTRICT,Mahia Beach/ Wairoa,SUNSET POINT TAVERN,1279,2013-03-01,27
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,HAMPDEN TAVERN,888,2013-03-01,27
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,WAIHEMO LODGE HOTEL,875,2013-03-01,27
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,WANGANUI COSMOPOLITAN CLUB,783,2013-03-01,27
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,STELLAR BAR,394,2013-03-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,FOUR KINGS,1006,2013-03-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,BROOKLYN BAR & BISTRO,947,2013-03-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,THE PICKLE JAR,870,2013-03-01,27
AUCKLAND CITY,Otahuhu,AOTEA SPORTS BAR,1108,2014-03-01,27
AUCKLAND CITY,Otahuhu,OTAHUHU RECREATIONAL & SPORTS SOCIETY INC,558,2014-03-01,27
AUCKLAND CITY,Epsom/ Mt Eden/ Parnell,OUTSIDE OBIE,758,2014-03-01,27
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,MOUNT ALBERT BOWLING CLUB INCORPORATED,662,2014-03-01,27
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,RICHARDSON'S TAVERN,903,2014-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),ALBION HOTEL,1535,2014-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),JAX'S SPORTS BAR AND POOL HALL,2008,2014-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),QF TAVERN,131,2014-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),RIGHT TRACK SPORTS CAFE,1086,2014-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),WAIHEKE RSA CLUB,117,2014-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),SHAKESPEARE HOTEL,1273,2014-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),THE FOX,1374,2014-03-01,27
FAR NORTH DISTRICT,Kaitaia,KAURI ARMS,2000071,2014-03-01,27
FAR NORTH DISTRICT,Kaikohe,ROCK SALT BAR AND RESTAURANT,1553,2014-03-01,27
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,ALADDIN BAR,1641,2014-03-01,27
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BREZZ'N' SPORTS BAR,1351,2014-03-01,27
HAMILTON CITY,Frankton,FRANKTON RAILWAY BOWLING CLUB (INC),486,2014-03-01,27
HOROWHENUA DISTRICT,Foxton/Mangaore-Manakau/ Shannon,POST OFFICE HOTEL,681,2014-03-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,MANGAWHAI TAVERN,1658,2014-03-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,RUAWAI BOWLING CLUB,1152,2014-03-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,THREE FURLONGS HOTEL,1386,2014-03-01,27
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,BOUNDARY TAP & KITCHEN,1766,2014-03-01,27
LOWER HUTT CITY,Wainuiomata,PALLISER HOTEL,860,2014-03-01,27
MARLBOROUGH DISTRICT,Picton,MIKEY'S BAR,1442,2014-03-01,27
NELSON CITY,Nelson Central,RATTLE & HUM,2000321,2014-03-01,27
OPOTIKI DISTRICT,Opotiki/ Te Kaha,OPOTIKI HOTEL,596,2014-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,PORIRUA CLUB,336,2014-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,PORIRUA RETURNED SERVICES ASSOCIATION INC,298,2014-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,SANDBAR PUB,35,2014-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,THE LEDGE,965,2014-03-01,27
SELWYN DISTRICT,Darfield/ Prebbleton/Rolleston,COALGATE TAVERN,1644,2014-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,POCKETS 8 BALL CLUB,16,2014-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,POCKETS 8 BALL CLUB 2,1598,2014-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,THE OLDE ESTABLISHMENT INCORPORATED,653,2014-03-01,27
TARARUA DISTRICT,Pahiatua,POST OFFICE HOTEL (PAHIATUA),600,2014-03-01,27
TAURANGA DISTRICT,Tauranga Central,MARBLE BAR,2000235,2014-03-01,27
TAURANGA DISTRICT,Tauranga Central,CITY SPORTS BAR,829,2014-03-01,27
WAIPA DISTRICT,Cambridge,5 STAGS LEAMINGTON,993,2014-03-01,27
WAIROA DISTRICT,Mahia Beach/ Wairoa,SUNSET POINT TAVERN,1279,2014-03-01,27
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,HAMPDEN TAVERN,888,2014-03-01,27
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,WAIHEMO LODGE HOTEL,875,2014-03-01,27
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,WANGANUI COSMOPOLITAN CLUB,783,2014-03-01,27
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,STELLAR BAR,394,2014-03-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,FOUR KINGS,1006,2014-03-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,BROOKLYN BAR & BISTRO,947,2014-03-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,THE PICKLE JAR,870,2014-03-01,27
AUCKLAND CITY,Otahuhu,AOTEA SPORTS BAR,1108,2015-03-01,27
AUCKLAND CITY,Otahuhu,OTAHUHU RECREATIONAL & SPORTS SOCIETY INC,558,2015-03-01,27
AUCKLAND CITY,Epsom/ Mt Eden/ Parnell,OUTSIDE OBIE,758,2015-03-01,27
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,MOUNT ALBERT BOWLING CLUB INCORPORATED,662,2015-03-01,27
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,RICHARDSON'S TAVERN,903,2015-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),ALBION HOTEL,1535,2015-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),JAX'S SPORTS BAR AND POOL HALL,2008,2015-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),QF TAVERN,131,2015-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),RIGHT TRACK SPORTS CAFE,1086,2015-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),WAIHEKE RSA CLUB,117,2015-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),SHAKESPEARE HOTEL,1273,2015-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),THE FOX,1374,2015-03-01,27
FAR NORTH DISTRICT,Kaitaia,KAURI ARMS,2000071,2015-03-01,27
FAR NORTH DISTRICT,Kaikohe,ROCK SALT BAR AND RESTAURANT,1553,2015-03-01,27
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,ALADDIN BAR,1641,2015-03-01,27
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BREZZ'N' SPORTS BAR,1351,2015-03-01,27
HAMILTON CITY,Frankton,FRANKTON RAILWAY BOWLING CLUB (INC),486,2015-03-01,27
HOROWHENUA DISTRICT,Foxton/Mangaore-Manakau/ Shannon,POST OFFICE HOTEL,681,2015-03-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,MANGAWHAI TAVERN,1658,2015-03-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,RUAWAI BOWLING CLUB,1152,2015-03-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,THREE FURLONGS HOTEL,1386,2015-03-01,27
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,BOUNDARY TAP & KITCHEN,1766,2015-03-01,27
LOWER HUTT CITY,Wainuiomata,PALLISER HOTEL,860,2015-03-01,27
MARLBOROUGH DISTRICT,Picton,MIKEY'S BAR,1442,2015-03-01,27
NELSON CITY,Nelson Central,RATTLE & HUM,2000321,2015-03-01,27
OPOTIKI DISTRICT,Opotiki/ Te Kaha,OPOTIKI HOTEL,596,2015-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,PORIRUA CLUB,336,2015-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,PORIRUA RETURNED SERVICES ASSOCIATION INC,298,2015-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,SANDBAR PUB,35,2015-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,THE LEDGE,965,2015-03-01,27
SELWYN DISTRICT,Darfield/ Prebbleton/Rolleston,COALGATE TAVERN,1644,2015-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,POCKETS 8 BALL CLUB,16,2015-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,POCKETS 8 BALL CLUB 2,1598,2015-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,THE OLDE ESTABLISHMENT INCORPORATED,653,2015-03-01,27
TARARUA DISTRICT,Pahiatua,POST OFFICE HOTEL (PAHIATUA),600,2015-03-01,27
TAURANGA DISTRICT,Tauranga Central,MARBLE BAR,2000235,2015-03-01,27
TAURANGA DISTRICT,Tauranga Central,CITY SPORTS BAR,829,2015-03-01,27
WAIPA DISTRICT,Cambridge,5 STAGS LEAMINGTON,993,2015-03-01,27
WAIROA DISTRICT,Mahia Beach/ Wairoa,SUNSET POINT TAVERN,1279,2015-03-01,27
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,HAMPDEN TAVERN,888,2015-03-01,27
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,WAIHEMO LODGE HOTEL,875,2015-03-01,27
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,WANGANUI COSMOPOLITAN CLUB,783,2015-03-01,27
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,STELLAR BAR,394,2015-03-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,FOUR KINGS,1006,2015-03-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,BROOKLYN BAR & BISTRO,947,2015-03-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,THE PICKLE JAR,870,2015-03-01,27
AUCKLAND CITY,Otahuhu,AOTEA SPORTS BAR,1108,2016-03-01,27
AUCKLAND CITY,Otahuhu,OTAHUHU RECREATIONAL & SPORTS SOCIETY INC,558,2016-03-01,27
AUCKLAND CITY,Epsom/ Mt Eden/ Parnell,OUTSIDE OBIE,758,2016-03-01,27
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,MOUNT ALBERT BOWLING CLUB INCORPORATED,662,2016-03-01,27
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,RICHARDSON'S TAVERN,903,2016-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),ALBION HOTEL,1535,2016-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),JAX'S SPORTS BAR AND POOL HALL,2008,2016-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),QF TAVERN,131,2016-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),RIGHT TRACK SPORTS CAFE,1086,2016-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),WAIHEKE RSA CLUB,117,2016-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),SHAKESPEARE HOTEL,1273,2016-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),THE FOX,1374,2016-03-01,27
FAR NORTH DISTRICT,Kaitaia,KAURI ARMS,2000071,2016-03-01,27
FAR NORTH DISTRICT,Kaikohe,ROCK SALT BAR AND RESTAURANT,1553,2016-03-01,27
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,ALADDIN BAR,1641,2016-03-01,27
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BREZZ'N' SPORTS BAR,1351,2016-03-01,27
HAMILTON CITY,Frankton,FRANKTON RAILWAY BOWLING CLUB (INC),486,2016-03-01,27
HOROWHENUA DISTRICT,Foxton/Mangaore-Manakau/ Shannon,POST OFFICE HOTEL,681,2016-03-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,MANGAWHAI TAVERN,1658,2016-03-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,RUAWAI BOWLING CLUB,1152,2016-03-01,27
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai / Kaiwaka/ Mangawhai,THREE FURLONGS HOTEL,1386,2016-03-01,27
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,BOUNDARY TAP & KITCHEN,1766,2016-03-01,27
LOWER HUTT CITY,Wainuiomata,PALLISER HOTEL,860,2016-03-01,27
MARLBOROUGH DISTRICT,Picton,MIKEY'S BAR,1442,2016-03-01,27
NELSON CITY,Nelson Central,RATTLE & HUM,2000321,2016-03-01,27
OPOTIKI DISTRICT,Opotiki/ Te Kaha,OPOTIKI HOTEL,596,2016-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,PORIRUA CLUB,336,2016-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,PORIRUA RETURNED SERVICES ASSOCIATION INC,298,2016-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,SANDBAR PUB,35,2016-03-01,27
PORIRUA CITY,Porirua/ Judgeford / Plimmerton/ Mana-Camborne/ Whitby,THE LEDGE,965,2016-03-01,27
SELWYN DISTRICT,Darfield/ Prebbleton/Rolleston,COALGATE TAVERN,1644,2016-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,POCKETS 8 BALL CLUB,16,2016-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,POCKETS 8 BALL CLUB 2,1598,2016-03-01,27
SOUTH WAIKATO DISTRICT,Tokoroa,THE OLDE ESTABLISHMENT INCORPORATED,653,2016-03-01,27
TARARUA DISTRICT,Pahiatua,POST OFFICE HOTEL (PAHIATUA),600,2016-03-01,27
TAURANGA DISTRICT,Tauranga Central,MARBLE BAR,2000235,2016-03-01,27
TAURANGA DISTRICT,Tauranga Central,CITY SPORTS BAR,829,2016-03-01,27
WAIPA DISTRICT,Cambridge,5 STAGS LEAMINGTON,993,2016-03-01,27
WAIROA DISTRICT,Mahia Beach/ Wairoa,SUNSET POINT TAVERN,1279,2016-03-01,27
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,HAMPDEN TAVERN,888,2016-03-01,27
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,WAIHEMO LODGE HOTEL,875,2016-03-01,27
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,WANGANUI COSMOPOLITAN CLUB,783,2016-03-01,27
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,STELLAR BAR,394,2016-03-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,FOUR KINGS,1006,2016-03-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,BROOKLYN BAR & BISTRO,947,2016-03-01,27
WELLINGTON CITY,Brooklyn/ Karori / Strathmore/ Te Aro,THE PICKLE JAR,870,2016-03-01,27
AUCKLAND CITY,Otahuhu,AOTEA SPORTS BAR,1108,2017-03-01,27
AUCKLAND CITY,Otahuhu,OTAHUHU RECREATIONAL & SPORTS SOCIETY INC,558,2017-03-01,27
AUCKLAND CITY,Epsom/ Mt Eden/ Parnell,OUTSIDE OBIE,758,2017-03-01,27
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,MOUNT ALBERT BOWLING CLUB INCORPORATED,662,2017-03-01,27
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,RICHARDSON'S TAVERN,903,2017-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),ALBION HOTEL,1535,2017-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),JAX'S SPORTS BAR AND POOL HALL,2008,2017-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),QF TAVERN,131,2017-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),RIGHT TRACK SPORTS CAFE,1086,2017-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),WAIHEKE RSA CLUB,117,2017-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),SHAKESPEARE HOTEL,1273,2017-03-01,27
AUCKLAND CITY,Auckland City / Ostend/ Surfdale (Waiheke),THE FOX,1374,2017-03-01,27
FAR NORTH DISTRICT,Kaitaia,KAURI ARMS,2000071,2017-03-01,27
FAR NORTH DISTRICT,Kaikohe,ROCK SALT BAR AND RESTAURANT,1553,2017-03-01,27
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,ALADDIN BAR,1641,2017-03-01,27
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BREZZ'N' SPORTS BAR,1351,2017-03-01,27
HAMILTON CITY,Frankton,FRANKTON RAILWAY BOWLING CLUB (INC),486,2017-03-01,27
